structure_id,fire,damage,roof_material,side_material,ground_deck_material,elevated_deck_material,eaves,vent_screen,window_pane,patio_cover,fence,coordinate_x,coordinate_y
33523,bridge,no damage,metal,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,216488.323515732,-404784.925651554
33524,bridge,no damage,asphalt,wood,n/a,wood,enclosed,unscreened,n/a,n/a,n/a,215966.426968518,-403407.802650986
33525,bridge,no damage,asphalt,wood,n/a,n/a,n/a,unscreened,single pane,n/a,n/a,216486.216512802,-404782.062666779
33526,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,n/a,215910.012028435,-417035.70772136
33527,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,215924.999426835,-417024.013780752
33528,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,single pane,n/a,n/a,215957.450570349,-416998.279545771
33529,bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,single pane,non-combustible,n/a,215848.326494446,-417058.70912669
33530,bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,combustible,combustible,215817.169959486,-417113.46051769
33531,bridge,no damage,asphalt,wood,n/a,n/a,n/a,n/a,single pane,n/a,n/a,215817.644329344,-417094.569987508
33532,bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,n/a,single pane,n/a,n/a,215812.770540686,-417073.496227626
33533,bridge,no damage,asphalt,masonry,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,216508.277604773,-404766.453861227
33534,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,n/a,combustible,216484.473825883,-404751.629062656
33535,bridge,no damage,masonry,wood,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,216042.175265481,-403427.448111769
33536,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,combustible,215999.364746477,-403393.142782265
33537,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,n/a,n/a,215407.781808988,-417497.485565037
33538,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,non-combustible,215417.268651511,-417507.155615276
33539,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,combustible,combustible,215459.994314423,-417470.723242216
33540,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,215465.749799316,-417449.677993318
33541,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,n/a,n/a,n/a,215455.487987958,-417455.009036785
33542,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,combustible,215468.422977155,-417438.486733459
33543,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,n/a,combustible,215464.60634427,-417409.575462494
33544,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,combustible,combustible,215461.38947199,-417393.90099219
33545,bridge,no damage,wood,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215446.268587751,-417377.664681122
33546,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,multi pane,n/a,n/a,215508.255915517,-417363.952324625
33547,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,215517.824512215,-417362.068865437
33548,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,combustible,215439.805758538,-417508.586759362
33549,bridge,no damage,asphalt,wood,composite,composite,unenclosed,n/a,multi pane,combustible,n/a,215463.318203191,-417507.39416321
33550,bridge,no damage,n/a,metal,n/a,n/a,n/a,n/a,n/a,combustible,non-combustible,215453.993792979,-417499.233725749
33551,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,215493.828360422,-417477.617645977
33552,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,215491.312165037,-417461.203164453
33553,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215483.032806588,-417460.215165071
33554,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,combustible,215490.988885615,-417450.279050158
33555,bridge,no damage,asphalt,wood,n/a,wood,n/a,n/a,multi pane,n/a,n/a,215502.004869616,-417413.054329608
33556,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,215502.38467686,-417379.64435971
33557,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,n/a,n/a,215511.375247794,-417387.769532561
33558,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,combustible,215499.935431415,-417385.547052875
33559,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,combustible,combustible,215514.79964203,-417334.72601147
33560,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215508.391179736,-417345.619684896
33561,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,combustible,216473.140252296,-404732.671997644
33562,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,216046.569067909,-403403.681946833
33563,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,216462.517698962,-404719.777152544
33564,bridge,no damage,asphalt,wood,wood,n/a,enclosed,unscreened,multi pane,n/a,n/a,216453.117952633,-404711.734910632
33565,bridge,no damage,asphalt,wood,wood,n/a,enclosed,unscreened,multi pane,n/a,n/a,216441.621072622,-404717.645964185
33566,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,combustible,216005.203678976,-403364.837731864
33567,bridge,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,n/a,combustible,216004.344868113,-403356.275745319
33568,bridge,no damage,asphalt,masonry,masonry,wood,unenclosed,n/a,multi pane,combustible,n/a,216457.046308815,-404697.08843396
33569,bridge,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,multi pane,n/a,n/a,215992.749839085,-403357.693141874
33570,bridge,no damage,wood,wood,masonry,wood,unenclosed,n/a,n/a,combustible,n/a,216454.527938328,-404689.456703173
33571,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,216055.400505438,-403381.560388915
33572,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,combustible,n/a,215965.458354442,-402996.108324904
33573,bridge,no damage,asphalt,wood,n/a,wood,enclosed,n/a,multi pane,n/a,combustible,215985.878810895,-402980.6675299
33574,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,216069.652861252,-403364.277991505
33575,bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,multi pane,combustible,combustible,216451.593175813,-404671.37931958
33576,bridge,no damage,asphalt,wood,n/a,n/a,n/a,n/a,multi pane,n/a,n/a,215966.638052243,-402968.31130567
33577,bridge,no damage,asphalt,wood,wood,wood,unenclosed,<= 1/8 in,single pane,combustible,n/a,216445.758804597,-404642.078146987
33578,bridge,no damage,metal,metal,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215959.672518426,-402979.267026011
33579,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215227.541690766,-418134.683768475
33580,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215180.44250928,-418200.017231295
33581,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215149.391104017,-418180.634765988
33582,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215165.889928925,-418195.187360872
33583,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215186.255975491,-418165.573512392
33584,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215188.88838219,-418180.316284388
33585,bridge,no damage,asphalt,wood,n/a,n/a,n/a,n/a,multi pane,n/a,n/a,215989.363664055,-402993.421936946
33586,bridge,no damage,metal,wood,wood,wood,unenclosed,n/a,single pane,n/a,n/a,215932.645009459,-417042.453367407
33587,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,single pane,n/a,n/a,215939.354688765,-417001.782712754
33588,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,215966.810765689,-416987.422719166
33589,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,unscreened,single pane,n/a,n/a,215972.683960773,-416982.145291494
33590,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215838.018305525,-417058.026035381
33591,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,combustible,combustible,215829.821595204,-417049.307190059
33592,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,single pane,n/a,n/a,215793.109061735,-417034.58201596
33593,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,single pane,n/a,n/a,215782.388522769,-417037.258669997
33594,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,combustible,215789.408219354,-417052.56230161
33595,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,combustible,combustible,215792.558793775,-417068.665146902
33596,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215782.096210789,-417090.706412304
33597,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,215788.020370367,-417080.144058893
33598,bridge,destroyed (>50%),metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215584.940103007,-416936.645538198
33599,bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,215590.894550419,-416971.518215412
33600,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,single pane,n/a,n/a,215836.94369532,-403617.677973736
33601,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,215819.418202913,-403612.384232802
33602,bridge,no damage,asphalt,wood,n/a,wood,enclosed,> 1/8 in,multi pane,n/a,combustible,215869.254519033,-403539.734296033
33603,bridge,no damage,asphalt,wood,n/a,n/a,n/a,> 1/8 in,multi pane,n/a,combustible,215879.290506033,-403556.280362057
33604,bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,single pane,n/a,non-combustible,215841.646468213,-403597.304618629
33605,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215634.60349887,-417237.030417468
33606,bridge,no damage,metal,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,216515.823931945,-404920.545867916
33607,bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,215851.350815595,-403579.658851193
33608,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,215842.111115843,-403570.910100257
33609,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,215855.149036818,-403558.123232521
33610,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,216770.391698876,-404258.480493359
33611,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,216759.069625702,-404266.526617911
33612,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,215752.910205737,-417010.648541309
33613,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,215760.137645386,-417007.821961746
33614,bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,combustible,n/a,215777.530118743,-417008.853658525
33615,bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,n/a,n/a,n/a,combustible,215766.557121983,-416997.959667416
33616,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,combustible,215768.019977248,-417045.499018688
33617,bridge,no damage,asphalt,masonry,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,216795.902000749,-404219.729806643
33618,bridge,no damage,asphalt,wood,n/a,wood,enclosed,> 1/8 in,multi pane,n/a,n/a,216824.184607899,-404196.312422484
33619,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,215532.474560754,-417344.874134284
33620,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,n/a,215529.567518971,-417355.877888219
33621,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,n/a,combustible,215542.442951993,-417356.780873755
33622,bridge,no damage,asphalt,wood,wood,wood,n/a,n/a,n/a,n/a,n/a,216811.118688131,-404187.455114819
33623,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,combustible,216018.171388485,-403339.580785835
33624,bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,216076.049215248,-403334.128130676
33625,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,215807.912099361,-417010.616903288
33626,bridge,no damage,asphalt,wood,wood,n/a,unenclosed,n/a,single pane,n/a,combustible,215816.788381225,-417016.645921603
33627,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,215797.142625534,-417108.375867842
33628,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,215795.186869817,-417103.77881542
33629,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212978.578375384,-402534.480327541
33630,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212959.94240732,-402560.322820302
33631,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212933.974854204,-402565.966221806
33632,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212946.902460052,-402573.333987819
33633,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212943.72269716,-402550.705590125
33634,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212921.237100731,-402486.420311142
33635,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212924.561756791,-402466.799464678
33636,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212931.016777638,-402477.186733168
33637,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212945.67623642,-402506.243343776
33638,bridge,no damage,metal,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,216849.94506168,-404100.92053912
33639,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,216023.723240449,-403316.527677933
33640,bridge,no damage,asphalt,masonry,wood,wood,enclosed,> 1/8 in,multi pane,n/a,n/a,216870.008528385,-404049.301522421
33641,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,n/a,combustible,216065.521723479,-403263.892909758
33642,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,216893.276459506,-404028.348818002
33643,bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,<= 1/8 in,single pane,n/a,combustible,215568.770312681,-417380.964576403
33644,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,n/a,combustible,215569.833768395,-417365.959934866
33645,bridge,no damage,asphalt,wood,n/a,wood,enclosed,> 1/8 in,single pane,n/a,n/a,216020.180401202,-403302.703607289
33646,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,216899.311982359,-403991.548613364
33647,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,216068.205508861,-403286.125596639
33648,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,216904.0790009,-404005.423137553
33649,bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,212976.480862632,-402469.367894487
33650,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,216070.699473877,-403309.010907659
33651,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,n/a,215812.80784661,-416984.026181191
33652,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,n/a,215796.548565666,-416979.493152978
33653,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,non-combustible,215969.73291422,-403388.54622463
33654,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,216900.128341181,-403971.452871121
33655,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,multi pane,combustible,combustible,215565.485936214,-417342.63272232
33656,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,combustible,combustible,215567.069804029,-417328.076036543
33657,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,combustible,215572.33056733,-417316.248954354
33658,bridge,no damage,masonry,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,combustible,non-combustible,216904.185225939,-403943.000508178
33659,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,combustible,combustible,215542.864504169,-417381.1496491
33660,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,n/a,n/a,n/a,215531.109739414,-417376.154075311
33661,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,n/a,n/a,n/a,215527.227162211,-417384.217060108
33662,bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,single pane,n/a,non-combustible,216015.537618622,-403278.90358372
33663,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,216019.631780305,-403257.878739987
33664,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,combustible,n/a,215758.55307258,-416979.912233859
33665,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,multi pane,n/a,non-combustible,216023.896844522,-403238.622420836
33666,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,215624.057063278,-417297.481935564
33667,bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,multi pane,n/a,n/a,215609.969567208,-417310.958981622
33668,bridge,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,multi pane,n/a,combustible,215615.60664785,-417309.270850729
33669,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,215624.639927565,-417315.996972457
33670,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,combustible,n/a,215647.208635177,-417288.247109622
33671,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,215655.802939824,-417295.523491783
33672,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,215642.686692752,-417131.612248797
33673,bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,216071.177918884,-403241.449491628
33674,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,n/a,n/a,combustible,215629.049113143,-417311.898014568
33675,bridge,no damage,asphalt,wood,masonry,composite,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,215584.104656999,-417333.166825872
33676,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215588.00095929,-417314.237086086
33677,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,combustible,combustible,216595.345684439,-403029.28711357
33678,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,216122.649528522,-403242.250449594
33679,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,combustible,combustible,215692.328265535,-417148.937760245
33680,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,215676.277019941,-417147.819486912
33681,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,215681.591182306,-417136.596690778
33682,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,216568.792081347,-403026.436644215
33683,bridge,no damage,asphalt,wood,masonry,wood,enclosed,n/a,single pane,n/a,n/a,216526.605838918,-403013.054884478
33684,bridge,no damage,metal,metal,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,216547.025498207,-403015.124990461
33685,bridge,no damage,asphalt,masonry,masonry,masonry,enclosed,n/a,multi pane,non-combustible,non-combustible,216828.817543781,-403883.764278531
33686,bridge,no damage,asphalt,wood,n/a,wood,enclosed,> 1/8 in,multi pane,n/a,n/a,216785.572464195,-404032.276668001
33687,bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,216810.820049256,-404039.169720195
33688,bridge,no damage,asphalt,masonry,masonry,n/a,n/a,n/a,single pane,combustible,n/a,216484.624131186,-402999.97438167
33689,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,non-combustible,combustible,216508.015608725,-403007.329470176
33690,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,n/a,n/a,216462.314806383,-402989.074079387
33691,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,216469.66103771,-402998.417946946
33692,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,216444.001893906,-402990.542013949
33693,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,combustible,216104.613584578,-403265.310020728
33694,bridge,no damage,asphalt,wood,n/a,n/a,n/a,n/a,multi pane,n/a,combustible,216111.520324382,-403280.3852749
33695,bridge,no damage,asphalt,wood,masonry,composite,enclosed,> 1/8 in,multi pane,n/a,combustible,216947.947809163,-403823.778249351
33696,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,216191.343797247,-403271.528470159
33697,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,n/a,216112.304928559,-403296.955084991
33698,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,n/a,216141.971347082,-403302.514933486
33699,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,single pane,n/a,combustible,216912.520889554,-403774.816736786
33700,bridge,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,non-combustible,216917.358114689,-403778.08972065
33701,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,combustible,n/a,216938.904858753,-403796.317910496
33702,bridge,no damage,masonry,masonry,masonry,n/a,n/a,n/a,n/a,n/a,non-combustible,216922.638329171,-403790.369809002
33703,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,non-combustible,216212.843726454,-403272.3225036
33704,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,216164.656345419,-403256.798940277
33705,bridge,no damage,asphalt,wood,n/a,n/a,n/a,n/a,multi pane,n/a,n/a,216158.67366672,-403263.019948635
33706,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,216234.535171374,-403282.701193653
33707,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,217281.749963277,-414884.880673826
33708,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,217324.359525535,-414824.701692466
33709,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,n/a,217343.180317245,-414775.23878713
33710,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,combustible,217365.498321584,-414754.082121357
33711,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,n/a,n/a,217396.103130473,-414727.886534074
33712,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,non-combustible,216212.372241438,-403307.51134138
33713,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,216885.66726333,-403754.777693244
33714,bridge,no damage,asphalt,wood,n/a,wood,n/a,n/a,multi pane,n/a,n/a,216250.192317595,-403234.061637685
33715,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,216891.508513381,-403758.23881514
33716,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,non-combustible,216893.838585772,-403738.735494675
33717,bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,n/a,combustible,216877.899891025,-403750.74704914
33718,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,unscreened,single pane,combustible,combustible,216866.944544585,-403746.574208416
33719,bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,216222.13525619,-403215.716843234
33720,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,non-combustible,216259.621747649,-403291.921199087
33721,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,single pane,combustible,n/a,217331.563041138,-414799.617064569
33722,bridge,no damage,asphalt,wood,composite,n/a,unenclosed,n/a,multi pane,combustible,n/a,217378.776664405,-414742.230263514
33723,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,combustible,n/a,216329.319716424,-403284.220177896
33724,bridge,no damage,asphalt,wood,n/a,wood,enclosed,n/a,single pane,n/a,combustible,216407.093964771,-402989.305223508
33725,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,combustible,216425.995852613,-402989.456731616
33726,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,216269.925382658,-403308.333527632
33727,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,216350.44314335,-402971.605546357
33728,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,n/a,216352.691121874,-403289.963531584
33729,bridge,no damage,asphalt,wood,n/a,wood,unenclosed,unscreened,single pane,n/a,non-combustible,216339.019065036,-402954.20130348
33730,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215690.764021679,-417259.969123101
33731,bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,215698.196113378,-417254.046851406
33732,bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,combustible,215701.44619052,-417240.298294215
33733,bridge,no damage,asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,combustible,combustible,215713.841425409,-417239.740466081
